17883|2024/07/31|10:44:50|CSD(DSP)|1A |SYSINFO |TL  Network building(0,1,0)                                                   
03744|2024/08/12|14:31:02|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from DSP 1 (or 1A) has finished             
03745|2024/08/12|14:31:03|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from CS1 I/O has finished                   
18281|2024/08/12|14:31:02|CSD(DSP)|1A |SYSINFO |Date/Time updated 2024/08/12 14:31:01 to 2024/08/12 14:31:02.                 
03746|2024/08/12|14:31:16|CSD(CS) |1  |SYSINFO |I/O Unit [M1] connected                                                       
03747|2024/08/12|14:31:16|CSD(CS) |1  |CAUTION |DEVICE NOT SYNCED!                                                            
03748|2024/08/12|14:32:16|CSD(CS) |1  |CAUTION |Same event occurred 4 times                                                   
03749|2024/08/12|14:32:33|CSD(CS) |1  |SYSINFO |Synchronization from RPio M1 has started                                      
03750|2024/08/12|14:32:35|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from RPio M1 has finished                   
03751|2024/08/12|14:33:02|CSD(CS) |1  |SYSINFO |Scene 1.00 updated                                                            
03752|2024/08/12|14:33:25|CSD(CS) |1  |SYSINFO |Started saving file [BS 081124 SUN.RIVAGEPM]                                  
03753|2024/08/12|14:33:30|CSD(CS) |1  |SYSINFO |Finished saving file                                                          
03754|2024/08/12|14:34:17|CSD(CS) |1  |SYSINFO |Started saving file [BS 081824 SUN.RIVAGEPM]                                  
03755|2024/08/12|14:34:21|CSD(CS) |1  |SYSINFO |Finished saving file                                                          
03756|2024/08/12|14:35:29|CSD(CS) |1  |SYSINFO |Started saving file [BS 081824 SUN.RIVAGEPM]                                  
03757|2024/08/12|14:35:33|CSD(CS) |1  |SYSINFO |Finished saving file                                                          
03758|2024/08/12|15:18:57|CSD(CS) |1  |SYSINFO |CSD-R7 V6.60 Program Start  (Unit Mode: Default)                              
03759|2024/08/12|15:19:12|CSD(CS) |1  |SYSINFO |Power State CS A : [Fine]                                                     
03760|2024/08/12|15:19:12|CSD(CS) |1  |SYSINFO |Power State CS B : [Fine]                                                     
03761|2024/08/12|15:19:12|CSD(CS) |1  |SYSINFO |Cooling Fan State : [Fine]                                                    
03762|2024/08/12|15:19:14|CSD(CS) |1  |SYSINFO |Automatic Synchronization from DSP 1 (or 1A) has started                      
03763|2024/08/12|15:19:14|CSD(CS) |1  |SYSINFO |Automatic Synchronization from RPio M1 has started                            
03764|2024/08/12|15:19:14|CSD(CS) |1  |SYSINFO |Automatic Synchronization from CS1 I/O has started                            
03765|2024/08/12|15:19:16|CSD(CS) |1  |SYSINFO |DSP connected                                                                 
03766|2024/08/12|15:19:16|CSD(CS) |1  |SYSINFO |I/O Unit [M1] connected                                                       
03767|2024/08/12|15:19:16|CSD(CS) |1  |SYSINFO |I/O Unit [CS1] connected                                                      
03768|2024/08/12|15:19:16|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from RPio M1 has finished                   
03769|2024/08/12|15:19:16|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from CS1 I/O has finished                   
03770|2024/08/12|15:19:17|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from DSP 1 (or 1A) has finished             
18282|2024/08/12|15:19:17|CSD(DSP)|1A |SYSINFO |Date/Time updated 2024/08/12 15:19:16 to 2024/08/12 15:19:17.                 
03771|2024/08/12|15:23:37|CSD(CS) |1  |SYSINFO |Started saving file [project.RIVAGEPM]                                        
03772|2024/08/12|15:23:40|CSD(CS) |1  |SYSINFO |Screen captured                                                               
